date,demand_mu,was_interpolated,temp_max_c,temp_min_c,temp_mean_c,humidity_mean_pct,precipitation_mm,temp_mean_c_sq,hdd,cdd,day_of_year,day_of_year_sin,day_of_year_cos,demand_lag_1,demand_lag_7,is_weekend,is_lockdown
2019-09-27,86.0,False,30.4,24.3,26.7,78,0.8,712.89,0.0,8.7,270,-0.9977068927101168,-0.06768276175455162,85.8,89.2,0,0
2019-09-28,88.3,False,29.5,22.9,25.7,82,1.4,660.49,0.0,7.699999999999999,271,-0.9987235240803972,-0.050510617185222886,86.0,73.7,1,0
2019-09-29,87.9,False,27.0,23.2,25.0,83,3.5,625.0,0.0,7.0,272,-0.9994446170919858,-0.033323525711631344,88.3,74.4,1,0
2019-09-30,86.4,False,29.5,22.8,25.2,84,7.0,635.04,0.0,7.199999999999999,273,-0.9998699583618592,-0.016126573270657762,87.9,75.2,0,0
2019-10-01,80.7,False,28.8,22.4,25.2,85,3.1,635.04,0.0,7.199999999999999,274,-0.9999994220246925,0.001075151282798226,86.4,78.7,0,0
2019-10-02,75.3,False,30.8,22.5,26.5,81,0.3,702.25,0.0,8.5,275,-0.999832969770105,0.018276557681691223,80.7,79.2,0,0
2019-10-03,68.9,False,32.7,22.9,27.7,74,0.0,767.29,0.0,9.7,276,-0.9993706508539969,0.03547255575312556,75.3,85.8,0,0
2019-10-04,72.2,False,30.5,23.3,26.4,72,2.1,696.9599999999999,0.0,8.399999999999999,277,-0.9986126020839734,0.052658056924614005,68.9,86.0,0,0
2019-10-05,72.3,False,32.1,22.0,26.2,66,0.0,686.4399999999999,0.0,8.2,278,-0.9975590477788613,0.06982797572987089,72.2,88.3,1,0
2019-10-06,72.2,False,32.5,21.1,26.3,64,0.0,691.69,0.0,8.3,279,-0.9962102997023297,0.0869772313136861,72.3,87.9,1,0
2019-10-07,73.05000000000001,True,31.8,22.1,26.4,63,0.0,696.9599999999999,0.0,8.399999999999999,280,-0.9945667569706337,0.1041007489354256,72.2,86.4,0,0
2019-10-08,73.9,False,32.0,21.0,26.4,57,0.0,696.9599999999999,0.0,8.399999999999999,281,-0.9926289059345095,0.12119346147073601,73.05000000000001,80.7,0,0
2019-10-09,66.2,False,30.5,20.0,25.8,62,0.1,665.64,0.0,7.800000000000001,282,-0.9903973200352558,0.13825031091098192,73.9,75.3,0,0
2019-10-10,64.6,False,31.4,20.7,26.2,63,0.0,686.4399999999999,0.0,8.2,283,-0.9878726596350429,0.15526624985999563,66.2,68.9,0,0
2019-10-11,110.5,False,32.2,20.1,26.5,59,0.0,702.25,0.0,8.5,284,-0.9850556718215013,0.172236243027682,64.6,72.2,0,0
2019-10-12,106.0,False,33.1,21.4,26.9,61,0.0,723.6099999999999,0.0,8.899999999999999,285,-0.981947190186646,0.18915526872004093,110.5,72.3,1,0
2019-10-13,102.7,False,33.3,22.8,27.4,56,0.0,750.7599999999999,0.0,9.399999999999999,286,-0.9785481345802031,0.20601832032517084,106.0,72.2,1,0
2019-10-14,101.8,False,33.4,20.7,26.9,60,0.0,723.6099999999999,0.0,8.899999999999999,287,-0.9748595108374125,0.22282040779479959,102.7,73.05000000000001,0,0
2019-10-15,100.9,False,33.2,21.2,26.9,65,0.0,723.6099999999999,0.0,8.899999999999999,288,-0.9708824104813836,0.2395565591209271,101.8,73.9,0,0
2019-10-16,88.4,False,33.1,21.4,27.3,62,0.0,745.2900000000001,0.0,9.3,289,-0.9666180104000972,0.2562218218071163,100.9,66.2,0,0
2019-10-17,89.8,False,32.1,21.8,26.8,63,0.0,718.24,0.0,8.8,290,-0.9620675724981452,0.27281126433401914,88.4,64.6,0,0
2019-10-18,74.9,False,31.9,22.5,26.4,66,1.1,696.9599999999999,0.0,8.399999999999999,291,-0.957232443323312,0.2893199776186952,89.8,110.5,0,0
2019-10-19,74.9,False,31.3,21.0,25.7,66,0.8,660.49,0.0,7.699999999999999,292,-0.9521140536681102,0.3057430764672831,74.9,106.0,1,0
2019-10-20,75.4,False,32.8,20.4,25.7,51,0.0,660.49,0.0,7.699999999999999,293,-0.9467139181463862,0.3220757010206104,74.9,102.7,1,0
2019-10-21,76.4,False,32.1,18.7,24.9,53,0.0,620.0099999999999,0.0,6.899999999999999,294,-0.9410336347451197,0.3383130181923075,75.4,101.8,0,0
2019-10-22,77.3,False,31.6,19.1,24.3,51,0.0,590.49,0.0,6.300000000000001,295,-0.9350748843515574,0.3544502230989869,76.4,100.9,0,0
2019-10-23,73.3,False,31.6,17.3,24.1,57,0.0,580.8100000000001,0.0,6.100000000000001,296,-0.9288394302558068,0.3704825404820963,77.3,88.4,0,0
2019-10-24,71.7,False,30.7,17.7,23.9,68,0.0,571.2099999999999,0.0,5.899999999999999,297,-0.9223291176290545,0.3864052261209853,73.3,89.8,0,0
2019-10-25,115.5,False,29.8,19.0,24.0,66,0.0,576.0,0.0,6.0,298,-0.9155458729775467,0.40221356823680365,71.7,74.9,0,0
2019-10-26,117.8,False,29.9,18.4,24.2,66,0.0,585.64,0.0,6.199999999999999,299,-0.9084917035725082,0.41790288888678667,115.5,74.9,1,0
2019-10-27,113.9,False,31.5,18.7,24.4,61,0.0,595.3599999999999,0.0,6.399999999999999,300,-0.9011686968561569,0.4334685453485363,117.8,75.4,1,0
2019-10-28,98.7,False,30.3,18.0,23.8,64,0.0,566.44,0.0,5.800000000000001,301,-0.8935790198239952,0.4489059314938798,113.9,76.4,0,0
2019-10-29,107.7,False,29.6,19.1,24.1,71,0.0,580.8100000000001,0.0,6.100000000000001,302,-0.8857249183835637,0.4642104791518923,98.7,77.3,0,0
2019-10-30,99.2,False,30.8,21.0,25.0,70,0.0,625.0,0.0,7.0,303,-0.8776087166898392,0.4793776594606945,107.7,73.3,0,0
2019-10-31,89.1,False,30.9,18.4,24.0,71,0.0,576.0,0.0,6.0,304,-0.8692328164574792,0.4944029842076182,99.2,71.7,0,0
2019-11-01,52.4,False,31.1,18.0,24.3,69,0.0,590.49,0.0,6.300000000000001,305,-0.8605996962501181,0.5092820071573356,89.1,115.5,0,0
2019-11-02,56.4,False,30.1,19.7,24.3,70,0.1,590.49,0.0,6.300000000000001,306,-0.8517119107469189,0.5240103253675756,52.4,117.8,1,0
2019-11-03,60.8,False,28.8,19.1,23.7,72,0.0,561.6899999999999,0.0,5.699999999999999,307,-0.8425720899866032,0.5385835804920232,56.4,113.9,1,0
2019-11-04,62.8,False,29.1,19.0,23.6,64,0.0,556.96,0.0,5.600000000000001,308,-0.8331829385891785,0.5529974600700271,60.8,98.7,0,0
2019-11-05,63.0,False,29.3,18.1,22.9,58,0.0,524.41,0.0,4.899999999999999,309,-0.8235472349556007,0.5672476988027229,62.8,107.7,0,0
2019-11-06,65.2,False,29.7,17.0,23.1,61,0.0,533.61,0.0,5.100000000000001,310,-0.8136678304455991,0.5813300798152042,63.0,99.2,0,0
2019-11-07,63.650000000000006,True,26.4,19.2,22.1,73,0.9,488.4100000000001,0.0,4.100000000000001,311,-0.8035476485339116,0.5952404359043674,65.2,89.1,0,0
2019-11-08,62.1,False,27.1,17.0,21.9,73,0.4,479.60999999999996,0.0,3.8999999999999986,312,-0.7931896839451843,0.6089746507720486,63.650000000000006,52.4,0,0
2019-11-09,63.2,False,28.6,17.1,21.8,61,0.0,475.24,0.0,3.8000000000000007,313,-0.7825970017677834,0.6225286602431057,62.1,56.4,1,0
2019-11-10,59.9,False,27.5,15.4,20.7,62,0.0,428.48999999999995,0.0,2.6999999999999993,314,-0.7717727365467837,0.6358984534680745,63.2,60.8,1,0
2019-11-11,62.0,False,26.6,15.0,19.9,62,0.0,396.00999999999993,0.0,1.8999999999999986,315,-0.7607200913564104,0.6490800741100398,59.9,62.8,0,0
2019-11-12,63.2,False,27.2,12.5,19.2,66,0.0,368.64,0.0,1.1999999999999993,316,-0.7494423368521953,0.6620696215153815,62.0,63.0,0,0
2019-11-13,60.6,False,26.8,14.3,20.2,70,0.0,408.03999999999996,0.0,2.1999999999999993,317,-0.7379428103031386,0.6748632518680403,63.2,65.2,0,0
2019-11-14,60.4,False,27.3,16.7,21.0,72,0.0,441.0,0.0,3.0,318,-0.7262249146041543,0.6874571793269664,60.6,63.650000000000006,0,0
2019-11-15,58.5,False,26.7,16.8,20.8,75,0.0,432.64000000000004,0.0,2.8000000000000007,319,-0.7142921172691032,0.699847677146407,60.4,62.1,0,0
2019-11-16,61.2,False,28.7,16.6,21.8,65,0.0,475.24,0.0,3.8000000000000007,320,-0.7021479494046978,0.712031078778713,58.5,63.2,1,0
2019-11-17,61.4,False,27.9,17.4,21.5,61,0.0,462.25,0.0,3.5,321,-0.6897960046655887,0.7240037789593305,61.2,59.9,1,0
2019-11-18,62.2,False,25.8,15.1,19.7,65,0.0,388.09,0.0,1.6999999999999993,322,-0.6772399381909491,0.7357622347736525,61.4,62.0,0,0
2019-11-19,61.4,False,25.9,14.0,19.1,69,0.0,364.81000000000006,0.0,1.1000000000000014,323,-0.6644834655228552,0.7473029667054297,62.2,63.2,0,0
2019-11-20,64.2,False,25.6,12.3,18.6,69,0.0,345.96000000000004,0.0,0.6000000000000014,324,-0.6515303615068021,0.75862255966641,61.4,60.6,0,0
2019-11-21,59.4,False,25.9,13.3,19.1,70,0.0,364.81000000000006,0.0,1.1000000000000014,325,-0.6383844591746642,0.769717664006921,64.2,60.4,0,0
2019-11-22,57.5,False,26.8,14.3,20.2,68,0.0,408.03999999999996,0.0,2.1999999999999993,326,-0.6250496486104377,0.7805849965070866,59.4,58.5,0,0
2019-11-23,66.8,False,26.0,15.5,20.4,64,0.0,416.15999999999997,0.0,2.3999999999999986,327,-0.6115298757991053,0.7912213413483807,57.5,61.2,1,0
2019-11-24,67.1,False,26.0,15.9,20.5,66,0.0,420.25,0.0,2.5,328,-0.5978291414589552,0.801623551065242,66.8,61.4,1,0
2019-11-25,66.5,False,25.5,14.3,19.9,67,0.0,396.00999999999993,0.0,1.8999999999999986,329,-0.5839514998576998,0.8117885474764613,67.1,62.2,0,0
2019-11-26,67.0,False,24.9,15.9,20.0,67,0.8,400.0,0.0,2.0,330,-0.5699010576127624,0.821713322596059,66.5,61.4,0,0
2019-11-27,68.5,False,25.3,15.0,19.7,68,0.0,388.09,0.0,1.6999999999999993,331,-0.5556819724760489,0.8313949395234058,67.0,64.2,0,0
2019-11-28,64.9,False,22.7,16.2,18.3,83,16.9,334.89000000000004,0.0,0.3000000000000007,332,-0.5412984521036173,0.8408305333122887,68.5,59.4,0,0
2019-11-29,61.6,False,22.9,13.5,17.5,83,0.0,306.25,0.5,0.0,333,-0.5267547528105542,0.8500173118187018,64.9,57.5,0,0
2019-11-30,136.7,False,22.4,13.2,16.8,80,0.0,282.24,1.1999999999999993,0.0,334,-0.5120551783114646,0.8589525565270845,61.6,66.8,1,0
2019-12-01,139.1,False,21.8,11.4,15.4,76,0.0,237.16000000000003,2.5999999999999996,0.0,335,-0.4972040784469378,0.8676336233547726,136.7,67.1,1,0
2019-12-02,135.2,False,21.9,11.0,15.2,72,0.0,231.04,2.8000000000000007,0.0,336,-0.4822058478963526,0.8760579434344281,139.1,66.5,0,0
2019-12-03,136.1,False,22.2,9.9,14.8,70,0.0,219.04000000000002,3.1999999999999993,0.0,337,-0.46706492487743034,0.8842230238742036,135.2,67.0,0,0
2019-12-04,134.7,False,21.6,8.6,14.5,76,0.0,210.25,3.5,0.0,338,-0.451785789832884,0.8921264484954345,136.1,68.5,0,0
2019-12-05,130.7,False,21.2,8.7,14.8,78,0.0,219.04000000000002,3.1999999999999993,0.0,339,-0.4363729641045924,0.8997658785476209,134.7,64.9,0,0
2019-12-06,117.9,False,21.8,10.5,15.5,84,0.0,240.25,2.5,0.0,340,-0.42083100859565564,0.9071390534005044,130.7,61.6,0,0
2019-12-07,93.65,True,22.4,10.2,15.9,82,0.0,252.81,2.0999999999999996,0.0,341,-0.4051645224207563,0.9142437912130223,117.9,136.7,1,0
2019-12-08,69.4,False,22.5,10.3,15.5,80,0.0,240.25,2.5,0.0,342,-0.3893781415452015,0.9210779895789526,93.65,139.1,1,0
2019-12-09,67.7,False,21.8,9.0,14.8,77,0.0,219.04000000000002,3.1999999999999993,0.0,343,-0.37347653741307074,0.9276396261490467,69.4,135.2,0,0
2019-12-10,71.8,False,21.1,8.6,14.6,75,0.0,213.16,3.4000000000000004,0.0,344,-0.3574644155648614,0.9339267592294762,67.7,136.1,0,0
2019-12-11,73.1,False,21.2,8.5,15.2,74,0.0,231.04,2.8000000000000007,0.0,345,-0.34134651424503615,0.9399375283564133,71.8,134.7,0,0
2019-12-12,72.2,False,18.4,12.8,15.6,79,5.0,243.35999999999999,2.4000000000000004,0.0,346,-0.3251276029999093,0.9456701548465688,73.1,130.7,0,0
2019-12-13,72.0,False,19.8,11.2,15.2,87,3.3,231.04,2.8000000000000007,0.0,347,-0.30881248126625377,0.9511229423235357,72.2,117.9,0,0
2019-12-14,73.3,False,17.8,9.6,13.0,84,0.0,169.0,5.0,0.0,348,-0.29240597695107734,0.9562942772197719,72.0,93.65,1,0
2019-12-15,68.5,False,18.5,9.5,13.2,83,0.0,174.23999999999998,4.800000000000001,0.0,349,-0.27591294500296043,0.9611826292540837,73.3,69.4,1,0
2019-12-16,69.5,False,18.4,9.2,12.4,83,0.0,153.76000000000002,5.6,0.0,350,-0.2593382659754056,0.9657865518844574,68.5,67.7,0,0
2019-12-17,68.8,False,18.2,8.2,11.8,83,0.0,139.24,6.199999999999999,0.0,351,-0.2426868445825954,0.9701046827361175,69.5,71.8,0,0
2019-12-18,66.8,False,17.9,7.8,11.9,81,0.0,141.61,6.1,0.0,352,-0.22596360824801906,0.974135744004672,68.8,73.1,0,0
2019-12-19,66.8,False,16.8,5.7,10.9,86,0.0,118.81,7.1,0.0,353,-0.20917350564635637,0.9778785428342386,66.8,72.2,0,0
2019-12-20,62.6,False,17.9,8.1,12.4,83,0.0,153.76000000000002,5.6,0.0,354,-0.19232150523909483,0.9813319716704275,66.8,72.0,0,0
2019-12-21,61.1,False,15.9,10.0,13.0,85,0.1,169.0,5.0,0.0,355,-0.17541259380427843,0.9844950085880858,62.6,73.3,1,0
2019-12-22,62.8,False,18.6,7.9,12.3,86,0.0,151.29000000000002,5.699999999999999,0.0,356,-0.15845177496083632,0.9873667175937016,61.1,68.5,1,0
2019-12-23,62.9,False,18.3,8.1,11.8,84,0.0,139.24,6.199999999999999,0.0,357,-0.14144406768794202,0.9899462489023779,62.8,69.5,0,0
2019-12-24,65.4,False,15.2,5.4,9.3,92,0.0,86.49000000000001,8.7,0.0,358,-0.12439450483979998,0.9922328391893008,62.9,68.8,0,0
2019-12-25,64.8,False,15.1,5.4,8.6,90,0.0,73.96,9.4,0.0,359,-0.10730813165636247,0.9942258118156161,65.4,66.8,0,0
2019-12-26,66.8,False,14.8,4.1,8.3,87,0.0,68.89000000000001,9.7,0.0,360,-0.09019000427034513,0.9959245770286599,64.8,66.8,0,0
2019-12-27,63.8,False,13.3,3.7,7.0,91,0.0,49.0,11.0,0.0,361,-0.07304518821104743,0.9973286321364752,66.8,62.6,0,0
2019-12-28,62.0,False,13.3,3.3,7.1,90,0.0,50.41,10.9,0.0,362,-0.05587875690537313,0.9984375616565666,63.8,61.1,1,0
2019-12-29,128.5,False,13.4,4.0,7.5,89,0.0,56.25,10.5,0.0,363,-0.03869579017652689,0.9992510374388481,62.0,62.8,1,0
2019-12-30,126.9,False,13.1,3.6,7.0,90,0.0,49.0,11.0,0.0,364,-0.021501372740813793,0.999768818762748,128.5,62.9,0,0
2019-12-31,134.9,False,13.1,2.4,7.5,82,0.0,56.25,10.5,0.0,365,-0.004300592702981974,0.9999907524084426,126.9,65.4,0,0
2020-01-01,137.2,False,17.9,2.1,9.8,82,0.0,96.04000000000002,8.2,0.0,1,0.017201575418260506,0.9998520419557735,134.9,64.8,0,0
2020-01-02,132.6,False,19.6,6.7,12.8,79,0.0,163.84000000000003,5.199999999999999,0.0,2,0.03439806061360801,0.9994082116062598,137.2,66.8,0,0
2020-01-03,125.3,False,19.2,8.1,13.9,80,0.2,193.21,4.1,0.0,3,0.051584366869408364,0.9986686402879997,132.6,63.8,0,0
2020-01-04,116.2,False,18.9,8.9,13.2,85,0.1,174.23999999999998,4.800000000000001,0.0,4,0.06875540848113941,0.9976335468520451,125.3,62.0,1,0
2020-01-05,58.0,False,19.7,7.8,13.1,76,0.0,171.60999999999999,4.9,0.0,5,0.08590610426133272,0.9963032375991965,116.2,128.5,1,0
2020-01-06,56.45,True,17.0,9.4,13.2,79,0.0,174.23999999999998,4.800000000000001,0.0,6,0.10303137904317879,0.9946781061893646,58.0,126.9,0,0
2020-01-07,54.9,True,17.5,10.9,13.9,84,1.2,193.21,4.1,0.0,7,0.1201261651823505,0.9927586335250793,56.45,134.9,0,0
2020-01-08,53.35,True,15.1,10.3,12.7,93,16.7,161.29,5.300000000000001,0.0,8,0.13718540405660057,0.9905453876091833,54.9,137.2,0,0
2020-01-09,51.8,True,16.1,7.2,10.6,79,0.0,112.36,7.4,0.0,9,0.1542040475626894,0.988039023376751,53.35,132.6,0,0
2020-01-10,50.25,True,16.8,5.9,10.0,80,0.0,100.0,8.0,0.0,10,0.17117705961019986,0.985240282501282,51.8,125.3,0,0
2020-01-11,48.7,True,17.0,5.6,10.3,79,0.0,106.09000000000002,7.699999999999999,0.0,11,0.18809941761179758,0.9821499931752291,50.25,116.2,1,0
2020-01-12,47.15,True,19.7,5.8,11.6,79,0.0,134.56,6.4,0.0,12,0.20496611396949532,0.9787690698649216,48.7,58.0,1,0
2020-01-13,45.6,False,20.7,8.0,14.0,84,15.8,196.0,4.0,0.0,13,0.22177215755648186,0.975098513039961,47.15,56.45,0,0
2020-01-14,53.3,False,18.5,10.4,14.1,87,0.3,198.81,3.9000000000000004,0.0,14,0.23851257519407648,0.9711394088771653,45.6,54.9,0,0
2020-01-15,58.8,False,18.7,7.4,12.5,84,0.0,156.25,5.5,0.0,15,0.2551824131233728,0.9668929289391521,53.3,53.35,0,0
2020-01-16,61.1,False,15.8,9.6,12.5,90,17.4,156.25,5.5,0.0,16,0.2717767384711357,0.9623603298276545,58.8,51.8,0,0
2020-01-17,58.3,False,17.9,10.0,13.0,90,0.1,169.0,5.0,0.0,17,0.2882906407095177,0.9575429528116719,61.1,50.25,0,0
2020-01-18,54.9,False,17.5,9.1,12.4,89,0.3,153.76000000000002,5.6,0.0,18,0.3047192331091634,0.9524422234305676,58.3,48.7,1,0
2020-01-19,130.2,False,17.8,7.8,11.8,83,0.0,139.24,6.199999999999999,0.0,19,0.321057654185271,0.9470596510722283,54.9,47.15,1,0
2020-01-20,113.4,False,17.6,7.4,12.2,85,0.0,148.83999999999997,5.800000000000001,0.0,20,0.3373010691361842,0.9413968285264122,130.2,45.6,0,0
2020-01-21,127.8,False,18.2,8.7,12.5,87,0.0,156.25,5.5,0.0,21,0.3534446712740877,0.9354554315134164,113.4,53.3,0,0
2020-01-22,135.5,False,18.9,7.2,12.3,83,0.0,151.29000000000002,5.699999999999999,0.0,22,0.3694836834473831,0.9292372181882051,127.8,58.8,0,0
2020-01-23,137.8,False,17.8,8.3,12.3,68,0.0,151.29000000000002,5.699999999999999,0.0,23,0.38541335945432564,0.9227440286201427,135.5,61.1,0,0
2020-01-24,132.5,False,19.3,8.3,12.6,63,0.0,158.76,5.4,0.0,24,0.4012289854475009,0.9159777842484877,137.8,58.3,0,0
2020-01-25,125.5,False,18.3,5.1,11.4,78,0.0,129.96,6.6,0.0,25,0.4169258813287287,0.908940487313808,132.5,54.9,1,0
2020-01-26,85.6,False,19.9,7.1,13.0,83,0.0,169.0,5.0,0.0,26,0.4324994021339788,0.901634220265486,125.5,130.2,1,0
2020-01-27,86.9,False,19.8,7.9,13.6,80,1.2,184.95999999999998,4.4,0.0,27,0.44794493940789115,0.8940611451454876,85.6,113.4,0,0
2020-01-28,91.0,False,19.3,11.0,14.2,84,12.7,201.64,3.8000000000000007,0.0,28,0.4632579225674917,0.88622350294858,86.9,127.8,0,0
2020-01-29,94.4,False,18.6,10.3,13.3,84,0.0,176.89000000000001,4.699999999999999,0.0,29,0.4784338202547012,0.8781236129591848,91.0,135.5,0,0
2020-01-30,94.8,False,18.3,8.6,12.6,78,0.0,158.76,5.4,0.0,30,0.49346814167723735,0.8697638720650646,94.4,137.8,0,0
2020-01-31,90.0,False,17.4,7.4,12.1,75,0.0,146.41,5.9,0.0,31,0.5083564379375122,0.8611467540480452,94.8,132.5,0,0
2020-02-01,85.5,False,18.3,6.0,11.6,78,0.0,134.56,6.4,0.0,32,0.5230943033491326,0.8522748088519838,90.0,125.5,1,0
2020-02-02,82.5,False,18.2,6.7,11.6,79,0.0,134.56,6.4,0.0,33,0.5376773767406141,0.8431506618282,85.5,85.6,1,0
2020-02-03,73.1,False,18.8,6.4,12.3,75,0.0,151.29000000000002,5.699999999999999,0.0,34,0.5521013427459208,0.8337770129585915,82.5,86.9,0,0
2020-02-04,82.8,False,19.5,6.2,12.9,76,0.0,166.41,5.1,0.0,35,0.5663619330814524,0.8241566360566663,73.1,91.0,0,0
2020-02-05,83.2,False,19.1,8.3,12.7,76,0.0,161.29,5.300000000000001,0.0,36,0.580454927809098,0.8142923779467267,82.8,94.4,0,0
2020-02-06,83.41250000000001,True,17.4,6.8,11.5,77,0.0,132.25,6.5,0.0,37,0.5943761565849831,0.804187157621448,83.2,94.8,0,0
2020-02-07,83.625,True,18.2,7.5,12.4,75,0.0,153.76000000000002,5.6,0.0,38,0.6081214998935418,0.7938439653781019,83.41250000000001,90.0,0,0
2020-02-08,83.8375,True,19.1,7.0,12.2,79,0.0,148.83999999999997,5.800000000000001,0.0,39,0.6216868902665479,0.7832658619336791,83.625,85.5,1,0
2020-02-09,84.05000000000001,True,19.9,6.3,12.5,79,0.0,156.25,5.5,0.0,40,0.6350683134867438,0.7724559775191742,83.8375,82.5,1,0
2020-02-10,84.2625,True,20.0,7.4,13.1,76,0.0,171.60999999999999,4.9,0.0,41,0.6482618097757122,0.7614175109532997,84.05000000000001,73.1,0,0
2020-02-11,84.47500000000001,True,20.4,6.6,13.0,75,0.0,169.0,5.0,0.0,42,0.6612634749656386,0.7501537286959042,84.2625,82.8,0,0
2020-02-12,84.6875,True,23.6,8.9,15.6,71,0.0,243.35999999999999,2.4000000000000004,0.0,43,0.6740694616546162,0.7386679638813748,84.47500000000001,83.2,0,0
2020-02-13,84.9,False,26.5,12.8,19.0,60,0.0,361.0,0.0,1.0,44,0.6866759803451553,0.726963615332308,84.6875,83.41250000000001,0,0
2020-02-14,82.5,False,23.8,13.5,18.3,54,0.0,334.89000000000004,0.0,0.3000000000000007,45,0.6990793005655562,0.7150441465537444,84.9,83.625,0,0
2020-02-15,80.2,False,24.6,11.9,17.1,50,0.0,292.41,0.8999999999999986,0.0,46,0.7112757519738152,0.7029130847082615,82.5,83.8375,1,0
2020-02-16,71.0,False,24.6,10.1,16.6,65,0.0,275.56000000000006,1.3999999999999986,0.0,47,0.7232617254437388,0.6905740195722293,80.2,84.05000000000001,1,0
2020-02-17,68.7,False,25.2,8.5,16.7,61,0.0,278.89,1.3000000000000007,0.0,48,0.7350336741329412,0.6780306024735382,71.0,84.2625,0,0
2020-02-18,71.1,False,25.3,10.2,16.7,52,0.0,278.89,1.3000000000000007,0.0,49,0.746588114532413,0.6652865452111116,68.7,84.47500000000001,0,0
2020-02-19,71.0,False,25.1,8.5,17.3,62,0.0,299.29,0.6999999999999993,0.0,50,0.7579216274973472,0.6523456189565257,71.1,84.6875,0,0
2020-02-20,71.4,False,26.3,14.9,20.0,63,1.9,400.0,0.0,2.0,51,0.7690308592589181,0.6392116531380588,71.0,84.9,0,0
2020-02-21,67.7,False,19.1,13.8,16.3,84,18.3,265.69,1.6999999999999993,0.0,52,0.7799125224167177,0.6258885343075018,71.4,82.5,0,0
2020-02-22,65.4,False,21.7,14.4,17.7,80,0.1,313.28999999999996,0.3000000000000007,0.0,53,0.7905633969115482,0.612380204990065,67.7,80.2,1,0
2020-02-23,106.7,False,23.2,13.4,17.4,84,2.1,302.75999999999993,0.6000000000000014,0.0,54,0.8009803309782905,0.5986906625177214,65.4,71.0,1,0
2020-02-24,110.7,False,23.6,12.4,17.5,80,0.0,306.25,0.5,0.0,55,0.8111602420785621,0.5848239578463322,106.7,68.7,0,0
2020-02-25,114.5,False,24.1,12.7,17.8,78,0.0,316.84000000000003,0.1999999999999993,0.0,56,0.8211001178128892,0.5707841943569036,110.7,71.1,0,0
2020-02-26,117.1,False,24.7,12.3,17.9,79,0.0,320.40999999999997,0.10000000000000142,0.0,57,0.8307970168121247,0.5565755266413303,114.5,71.0,0,0
2020-02-27,117.5,False,25.1,12.1,18.5,79,0.0,342.25,0.0,0.5,58,0.8402480696078469,0.5422021592729844,117.1,71.4,0,0
2020-02-28,110.5,False,25.3,15.5,20.0,76,0.0,400.0,0.0,2.0,59,0.8494504794814806,0.527668345562516,117.5,67.7,0,0
2020-02-29,99.6,False,22.1,16.0,18.6,84,11.7,345.96000000000004,0.0,0.6000000000000014,60,0.8584015232918917,0.512978386299228,110.5,65.4,1,0
2020-03-01,73.8,False,24.8,14.9,19.1,81,0.0,364.81000000000006,0.0,1.1000000000000014,61,0.8670985522812081,0.4981366284784055,99.6,106.7,1,0
2020-03-02,74.5,False,25.4,14.2,19.5,80,0.1,380.25,0.0,1.5,62,0.8755389928586302,0.4831474640149687,73.8,110.7,0,0
2020-03-03,74.7,False,25.9,13.3,19.3,72,0.0,372.49,0.0,1.3000000000000007,63,0.8837203473619977,0.4680153284438345,74.5,114.5,0,0
2020-03-04,77.5,False,24.6,13.6,19.0,74,0.3,361.0,0.0,1.0,64,0.8916401947968874,0.45274469960737107,74.7,117.1,0,0
2020-03-05,79.7,False,24.1,14.6,18.1,80,19.4,327.61000000000007,0.0,0.10000000000000142,65,0.8992961915530253,0.4373400963303323,77.5,117.5,0,0
2020-03-06,78.825,True,20.2,13.7,16.2,87,19.6,262.44,1.8000000000000007,0.0,66,0.9066860720977985,0.4218060770826634,79.7,110.5,0,0
2020-03-07,77.95,True,20.0,12.5,15.7,86,2.0,246.48999999999998,2.3000000000000007,0.0,67,0.9138076496466615,0.4061472386305789,78.825,99.6,1,0
2020-03-08,77.075,True,22.6,11.0,16.2,82,0.0,262.44,1.8000000000000007,0.0,68,0.9206588168102428,0.3903682146763026,77.95,73.8,1,0
2020-03-09,76.2,True,23.5,11.9,16.9,69,0.0,285.60999999999996,1.1000000000000014,0.0,69,0.9272375462179537,0.374473674486883,77.075,74.5,0,0
2020-03-10,75.325,True,23.6,9.7,17.0,69,0.0,289.0,1.0,0.0,70,0.9335418911179212,0.35846832151248087,76.2,74.7,0,0
2020-03-11,74.45,True,23.7,15.0,18.7,74,3.0,349.69,0.0,0.6999999999999993,71,0.9395699859530622,0.342356891994542,75.325,77.5,0,0
2020-03-12,73.575,True,25.8,14.6,19.5,69,0.1,380.25,0.0,1.5,72,0.945320046913132,0.3261441535642696,74.45,79.7,0,0
2020-03-13,72.7,False,24.8,13.8,18.7,66,10.1,349.69,0.0,0.6999999999999993,73,0.9507903724625832,0.3098349038318025,73.575,78.825,0,0
2020-03-14,69.3,False,20.7,13.0,16.4,82,8.3,268.96,1.6000000000000014,0.0,74,0.9559793438440766,0.2934339689665273,72.7,77.95,1,0
2020-03-15,126.4,False,21.2,11.8,16.3,78,0.2,265.69,1.6999999999999993,0.0,75,0.9608854255574977,0.27694620226893646,69.3,77.075,1,0
2020-03-16,122.3,False,24.1,12.8,17.9,77,0.1,320.40999999999997,0.10000000000000142,0.0,76,0.9655071658143364,0.2603764827344581,126.4,76.2,0,0
2020-03-17,119.6,False,25.6,13.5,18.9,72,0.0,357.2099999999999,0.0,0.8999999999999986,77,0.969843196967294,0.24372971360968387,122.3,75.325,0,0
